,Player,position,sub_position,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
21230,Randal Kolo Muani,Attack,Centre-Forward,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,24,1998,14.1,6,22,12,54.5,1.56,0.85,0.27,0.5,11,0,0,0,6.1,6.1,0.28,-0.1,-0.1,Matches,259,359,72.1,3749,980,157,204,77,77,101,76.2,12,21,57.1,5,3.3,1.6,1.7,26,23,14,3,42,Matches,359,354,4,0,1,0,9,0,0,0,0,0,259,1,17,Matches,50,3.55,39,0,3,3,5,0,8,0.57,7,0,1,0,0,0,Matches,10,8,5,3,2,5,13,38.5,8,5,0,5,4,14,10,0,Matches,545,15,56,205,293,73,545,72,28,38.9,40,55.6,432,2710,1105,36,18,16,52,21,422,125,Matches
21233,Randy Nteka,Attack,Attacking Midfield,ao ANG,"FW,MF",Rayo Vallecano,es La Liga,25,1997,6.4,1,14,5,35.7,2.2,0.79,0,0,15.9,0,1,1,2.3,1.5,0.11,-1.3,-1.5,Matches,129,180,71.7,1687,395,82,104,78.8,35,48,72.9,4,4,100,1,0.9,0.9,0.1,9,9,5,0,15,Matches,180,171,6,0,1,1,3,1,0,0,0,0,129,3,6,Matches,19,2.99,11,0,2,2,4,0,1,0.16,0,0,0,0,1,0,Matches,11,4,1,6,4,4,10,40,6,6,1,5,2,13,11,1,Matches,284,13,34,122,131,36,283,17,7,41.2,8,47.1,156,784,404,12,7,6,18,20,199,35,Matches
21236,Rani Khedira,Midfield,Defensive Midfield,de GER,MF,Union Berlin,de Bundesliga,29,1994,14.9,0,3,1,33.3,0.2,0.07,0,0,17.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,329,450,73.1,5258,1287,160,192,83.3,135,174,77.6,19,45,42.2,0,0.1,0.5,-0.1,5,21,5,1,35,Matches,450,436,12,6,0,3,6,0,0,0,0,0,329,2,12,Matches,8,0.54,6,0,0,1,0,1,0,0,0,0,0,0,0,0,Matches,35,22,15,19,1,17,26,65.4,9,12,5,7,22,57,38,0,Matches,600,43,198,337,70,6,600,8,4,50,3,37.5,196,994,296,6,5,0,12,9,265,15,Matches
21239,Raoul Bellanova,Defender,Right-Back,it ITA,DF,Torino,it Serie A,23,2000,33.8,1,32,3,9.4,0.95,0.09,0.03,0.33,16.6,0,0,0,2,2,0.06,-1,-1,Matches,1232,1579,78,20583,5976,601,675,89,488,607,80.4,109,190,57.4,7,5,4.5,2,52,61,47,37,98,Matches,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44,Matches,96,2.83,74,4,7,4,6,1,9,0.27,9,0,0,0,0,0,Matches,36,26,15,17,4,18,31,58.1,13,21,4,17,15,51,36,3,Matches,1871,57,403,812,678,60,1871,98,43,43.9,35,35.7,1106,7714,3913,141,57,17,45,23,1217,202,Matches
21265,Raphinha,Attack,Right Winger,br BRA,"FW,MF",Barcelona,es La Liga,26,1996,15.2,6,58,20,34.5,3.82,1.32,0.09,0.25,19.8,10,1,1,7.4,6.6,0.12,-1.4,-1.6,Matches,522,693,75.3,8785,2397,261,313,83.4,182,222,82,63,114,55.3,9,5.7,5,3.3,41,39,32,8,57,Matches,693,600,88,18,6,11,82,19,50,20,19,0,522,5,16,Matches,89,5.86,47,20,6,8,7,1,13,0.86,9,3,0,1,0,0,Matches,14,8,6,6,2,4,18,22.2,14,17,1,16,13,27,11,0,Matches,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164,Matches
21274,Rasmus Carstensen,Defender,Right-Back,dk DEN,"DF,FW",K?ln,de Bundesliga,22,2000,18.4,0,10,4,40,0.54,0.22,0,0,15.1,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches,594,827,71.8,8927,3429,330,386,85.5,231,302,76.5,23,69,33.3,0,2.6,3.3,-2.6,16,27,20,9,52,Matches,827,666,160,9,1,0,58,151,0,0,0,0,594,1,47,Matches,39,2.12,32,2,3,2,0,0,2,0.11,1,0,1,0,0,0,Matches,47,22,23,20,4,31,56,55.4,25,38,9,29,20,67,50,2,Matches,1072,81,326,459,304,36,1072,30,13,43.3,12,40,513,2976,1376,32,26,3,37,22,568,89,Matches
21287,Rasmus Kristensen,Defender,Right-Back,dk DEN,DF,Roma,it Serie A,26,1997,19.4,1,9,2,22.2,0.46,0.1,0.11,0.5,12,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches,799,1037,77,12574,3602,413,468,88.2,323,408,79.2,43,100,43,1,0.9,1.3,0.1,12,35,11,8,40,Matches,1037,879,152,8,1,1,44,144,0,0,0,0,799,6,25,Matches,28,1.44,21,3,3,0,1,0,3,0.15,2,0,0,0,1,0,Matches,36,19,25,8,3,28,50,56,22,27,7,20,8,44,50,0,Matches,1213,74,407,516,296,38,1213,17,7,41.2,10,58.8,571,2020,914,16,9,6,14,5,760,115,Matches
21292,Rasmus Nicolaisen,Defender,Centre-Back,dk DEN,DF,Toulouse,fr Ligue 1,26,1997,32.5,2,19,5,26.3,0.58,0.15,0.11,0.4,10.3,0,0,0,1.1,1.1,0.06,0.9,0.9,Matches,1426,1679,84.9,27959,10332,450,513,87.7,822,897,91.6,143,242,59.1,0,0.6,0.5,-0.6,5,71,2,0,95,Matches,1679,1616,61,42,1,4,0,4,0,0,0,0,1426,2,6,Matches,16,0.49,8,0,1,4,1,2,1,0.03,1,0,0,0,0,0,Matches,50,30,39,11,0,26,44,59.1,18,44,33,11,42,92,158,1,Matches,2027,325,980,989,64,44,2027,4,3,75,1,25,1343,6713,3528,5,5,0,10,2,1246,11,Matches
21338,Rayan Cherki,Attack,Right Winger,fr FRA,"MF,FW",Lyon,fr Ligue 1,19,2003,19.1,1,57,17,29.8,2.98,0.89,0.02,0.06,15.7,1,0,0,5.2,5.2,0.09,-4.2,-4.2,Matches,830,1069,77.6,14766,4022,364,451,80.7,336,400,84,98,152,64.5,6,4.2,5.5,1.8,42,85,43,6,138,Matches,1069,945,121,24,15,24,71,15,66,22,15,0,830,3,31,Matches,106,5.55,52,23,21,7,2,1,14,0.73,9,2,1,2,0,0,Matches,28,15,4,16,8,17,46,37,29,13,3,10,7,35,1,0,Matches,1325,5,108,585,665,117,1325,141,81,57.4,48,34,1056,7606,3685,93,73,33,51,43,1014,182,Matches
21352,Razvan Marin,Midfield,Central Midfield,ro ROU,MF,Empoli,it Serie A,27,1996,20.2,0,35,9,25.7,1.73,0.45,0,0,29.7,10,0,0,1.1,1.1,0.03,-1.1,-1.1,Matches,671,907,74,12562,4126,289,338,85.5,265,315,84.1,99,212,46.7,3,3,2.9,0,33,62,13,6,72,Matches,907,747,154,90,8,2,98,3,57,20,33,0,671,6,11,Matches,68,3.37,39,22,1,4,1,1,6,0.3,4,2,0,0,0,0,Matches,40,22,13,23,4,19,29,65.5,10,16,4,12,6,46,30,2,Matches,1101,36,230,591,289,15,1101,30,15,50,14,46.7,544,2691,1243,21,17,5,24,19,654,24,Matches
21384,Reece Burke,Defender,Centre-Back,eng ENG,DF,Luton Town,eng Premier League,26,1996,18.4,0,13,3,23.1,0.7,0.16,0,0,14.3,0,0,0,1.3,1.3,0.12,-1.3,-1.3,Matches,547,719,76.1,10396,4169,200,247,81,280,325,86.2,57,120,47.5,4,1.4,0.9,2.6,13,58,9,3,67,Matches,719,689,29,9,0,2,13,20,0,0,0,0,547,1,15,Matches,21,1.14,15,1,0,5,0,0,4,0.22,3,0,0,1,0,0,Matches,37,23,17,14,6,12,26,46.2,14,25,18,7,18,55,78,1,Matches,929,98,378,440,117,20,929,8,4,50,2,25,455,2080,1210,11,8,0,18,5,508,14,Matches
21388,Reece James,Defender,Left-Back,eng ENG,DF,Chelsea,eng Premier League,23,1999,4.7,0,7,1,14.3,1.5,0.21,0,0,20.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,275,341,80.6,4433,1383,144,163,88.3,104,130,80,19,34,55.9,2,1.7,1.6,0.3,11,21,6,3,21,Matches,341,284,57,10,4,2,28,46,1,0,1,0,275,0,5,Matches,15,3.22,13,1,0,1,0,0,3,0.64,2,0,0,1,0,0,Matches,14,9,10,3,1,8,10,80,2,4,4,0,3,17,7,1,Matches,391,26,118,153,124,20,391,15,9,60,4,26.7,217,1061,548,19,8,3,6,6,245,35,Matches
21389,Reece James,Defender,Right-Back,eng ENG,DF,Chelsea,eng Premier League,23,1999,4.7,0,7,1,14.3,1.5,0.21,0,0,20.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,275,341,80.6,4433,1383,144,163,88.3,104,130,80,19,34,55.9,2,1.7,1.6,0.3,11,21,6,3,21,Matches,341,284,57,10,4,2,28,46,1,0,1,0,275,0,5,Matches,15,3.22,13,1,0,1,0,0,3,0.64,2,0,0,1,0,0,Matches,14,9,10,3,1,8,10,80,2,4,4,0,3,17,7,1,Matches,391,26,118,153,124,20,391,15,9,60,4,26.7,217,1061,548,19,8,3,6,6,245,35,Matches
21409,Reinier,Attack,Attacking Midfield,br BRA,"MF,FW",Frosinone,it Serie A,21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,16.3,0,0,0,1.3,1.3,0.09,0.7,0.7,Matches,318,401,79.3,4584,1095,192,220,87.3,103,134,76.9,13,19,68.4,2,1.9,0.7,0.1,16,27,15,2,32,Matches,401,383,18,3,2,2,13,4,8,1,0,0,318,0,10,Matches,34,2.89,31,3,0,0,0,0,5,0.42,5,0,0,0,0,0,Matches,21,10,6,12,3,5,17,29.4,12,24,4,20,10,31,5,0,Matches,528,10,67,256,211,33,528,18,9,50,8,44.4,269,1249,524,10,7,1,22,15,348,42,Matches
21410,Reinildo Mandava,Defender,Left-Back,mz MOZ,DF,Atl?tico Madrid,es La Liga,29,1994,8.1,2,5,3,60,0.62,0.37,0.4,0.67,10.4,0,0,0,0.9,0.9,0.17,1.1,1.1,Matches,353,414,85.3,5330,2062,190,210,90.5,140,157,89.2,15,29,51.7,1,0.6,0.5,0.4,5,21,3,1,36,Matches,414,360,53,7,0,2,6,46,0,0,0,0,353,1,6,Matches,12,1.48,8,1,3,0,0,0,2,0.25,1,0,1,0,0,0,Matches,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,Matches,512,35,199,228,88,9,512,17,8,47.1,7,41.2,229,1056,563,10,15,1,12,1,269,17,Matches
21411,Reiss Nelson,Attack,Right Winger,eng ENG,FW,Arsenal,eng Premier League,23,1999,3,0,4,1,25,1.34,0.34,0,0,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,127,144,88.2,1674,298,80,83,96.4,31,36,86.1,6,12,50,0,0.6,0.4,-0.6,5,1,6,2,5,Matches,144,132,12,4,0,1,14,3,5,4,0,0,127,0,3,Matches,9,3.02,7,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,9,6,5,1,3,8,10,80,2,5,1,4,1,10,5,0,Matches,188,8,30,67,96,13,188,7,1,14.3,6,85.7,129,729,281,9,5,4,11,4,128,26,Matches
21419,Remi Oudin,Attack,Right Winger,fr FRA,"MF,FW",Lecce,it Serie A,26,1996,20.2,3,34,8,23.5,1.68,0.4,0.09,0.38,23.8,4,0,0,1.8,1.8,0.05,1.2,1.2,Matches,497,804,61.8,11002,4033,174,223,78,189,266,71.1,124,261,47.5,2,5.7,4,-3.7,58,59,13,6,79,Matches,804,626,173,66,2,19,156,17,87,44,31,0,497,5,21,Matches,92,4.55,39,42,0,6,0,5,3,0.15,1,2,0,0,0,0,Matches,26,14,12,12,2,12,19,63.2,7,13,1,12,20,46,22,0,Matches,984,31,148,470,377,28,984,11,4,36.4,7,63.6,466,2097,902,19,21,3,21,20,544,82,Matches
21425,Remo Freuler,Midfield,Central Midfield,ch SUI,MF,Bologna,it Serie A,31,1992,29.2,1,14,4,28.6,0.48,0.14,0.07,0.25,17.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,1710,1890,90.5,25295,6603,949,1009,94.1,653,696,93.8,50,86,58.1,1,1.1,1.3,-0.1,19,133,15,0,165,Matches,1890,1789,97,87,1,4,9,10,0,0,0,0,1710,4,22,Matches,56,1.92,50,2,1,1,1,1,5,0.17,4,0,0,1,0,0,Matches,78,50,41,32,5,38,69,55.1,31,37,9,28,36,114,53,2,Matches,2178,81,525,1304,361,33,2178,12,8,66.7,3,25,1177,5516,2531,37,28,5,27,16,1564,48,Matches
21438,Renan Lodi,Defender,Left-Back,br BRA,DF,Marseille,fr Ligue 1,25,1998,13.7,0,6,2,33.3,0.44,0.15,0,0,22.5,3,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,579,748,77.4,9900,2568,252,283,89,264,325,81.2,47,95,49.5,0,1.3,1.3,-1.3,14,37,11,7,51,Matches,748,603,141,32,0,2,70,94,15,1,14,0,579,4,18,Matches,27,1.97,18,8,0,0,1,0,0,0,0,0,0,0,0,0,Matches,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35,0,Matches,874,47,247,390,243,19,874,8,2,25,5,62.5,575,3148,1376,25,30,2,15,2,522,77,Matches
21456,Renato Sanches,Midfield,Central Midfield,pt POR,MF,Roma,it Serie A,25,1997,1.6,1,2,1,50,1.23,0.62,0.5,1,19.1,0,0,0,0.1,0.1,0.04,0.9,0.9,Matches,67,77,87,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,-0.2,3,5,2,1,10,Matches,77,76,1,1,0,0,4,0,0,0,0,0,67,0,1,Matches,6,3.7,6,0,0,0,0,0,1,0.62,1,0,0,0,0,0,Matches,2,1,1,1,0,2,3,66.7,1,2,0,2,0,2,1,0,Matches,94,1,23,46,26,3,94,5,4,80,1,20,64,342,184,5,5,1,3,5,73,5,Matches
21459,Renato Tapia,Midfield,Defensive Midfield,pe PER,"MF,DF",Celta Vigo,es La Liga,28,1995,14.9,0,19,1,5.3,1.28,0.07,0,0,20.8,2,0,0,1,1,0.05,-1,-1,Matches,541,715,75.7,9909,3901,249,283,88,200,247,81,77,141,54.6,0,0.6,0.7,-0.6,7,64,11,2,61,Matches,715,667,44,38,2,10,9,5,0,0,0,0,541,4,15,Matches,27,1.82,22,0,1,2,1,1,0,0,0,0,0,0,0,0,Matches,41,29,19,19,3,14,25,56,11,31,7,24,21,62,50,1,Matches,949,68,318,503,140,13,949,39,27,69.2,9,23.1,477,2342,1057,9,13,0,20,10,529,14,Matches
21497,Rhian Brewster,Attack,Centre-Forward,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,23,2000,3.8,0,7,3,42.9,1.82,0.78,0,0,23.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,52,76,68.4,702,178,35,41,85.4,10,22,45.5,4,7,57.1,0,0.1,0.1,-0.1,2,6,1,0,3,Matches,76,73,3,0,0,0,3,0,0,0,0,0,52,0,1,Matches,7,1.82,6,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,5,1,1,2,2,0,2,0,2,2,0,2,1,6,2,0,Matches,113,2,9,47,57,16,113,5,0,0,4,80,62,201,75,1,4,3,8,8,81,21,Matches
21570,Riccardo Calafiori,Defender,Left-Back,it ITA,DF,Bologna,it Serie A,21,2002,26.1,2,17,6,35.3,0.65,0.23,0.12,0.33,17.9,0,0,0,1.4,1.4,0.08,0.6,0.6,Matches,1622,1810,89.6,28565,8660,684,737,92.8,792,844,93.8,123,172,71.5,5,1.2,0.9,3.8,17,94,10,3,96,Matches,1810,1720,89,38,2,16,9,17,0,0,0,0,1622,1,20,Matches,46,1.77,36,0,2,5,0,3,8,0.31,5,0,0,3,0,0,Matches,47,32,28,16,3,22,32,68.8,10,38,13,25,50,97,74,3,Matches,2102,235,955,1018,152,23,2102,21,13,61.9,7,33.3,1291,7277,4024,28,28,1,31,12,1408,23,Matches
21587,Riccardo Marchizza,Defender,Left-Back,it ITA,DF,Frosinone,it Serie A,25,1998,12.8,0,8,3,37.5,0.63,0.24,0,0,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,423,558,75.8,7144,3382,187,216,86.6,197,238,82.8,31,72,43.1,4,0.8,0.8,3.2,11,28,7,5,36,Matches,558,444,112,10,0,2,22,102,0,0,0,0,423,2,16,Matches,14,1.1,11,1,0,0,1,1,4,0.31,3,0,0,0,0,1,Matches,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0,Matches,644,38,229,262,154,16,644,8,3,37.5,5,62.5,306,1138,561,6,3,1,9,1,372,39,Matches
21591,Riccardo Orsolini,Attack,Right Winger,it ITA,"FW,MF",Bologna,it Serie A,26,1997,19.9,10,55,22,40,2.76,1.1,0.15,0.36,18.1,5,2,3,7.4,5,0.09,2.6,3,Matches,490,731,67,8021,2233,269,312,86.2,142,219,64.8,59,121,48.8,2,4.4,3.9,-2.4,36,22,22,4,71,Matches,731,646,80,18,3,21,100,3,59,43,14,0,490,5,38,Matches,84,4.22,51,18,8,3,4,0,7,0.35,2,1,2,1,1,0,Matches,23,14,13,4,6,9,30,30,21,25,3,22,8,31,19,1,Matches,981,23,170,340,482,77,978,77,31,40.3,40,51.9,605,3460,1787,51,34,23,49,23,708,175,Matches
21598,Riccardo Saponara,Attack,Attacking Midfield,it ITA,"FW,MF",Hellas Verona,it Serie A,31,1991,3.8,0,5,1,20,1.32,0.26,0,0,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,-0.2,3,8,3,1,14,Matches,124,118,4,3,1,2,8,1,0,0,0,0,87,2,8,Matches,7,1.84,6,0,0,0,1,0,1,0.26,1,0,0,0,0,0,Matches,3,1,2,0,1,1,7,14.3,6,4,0,4,0,3,2,0,Matches,164,4,21,80,65,11,164,9,4,44.4,4,44.4,115,753,346,12,9,3,15,3,120,32,Matches
21600,Riccardo Sottil,Attack,Left Winger,it ITA,FW,Fiorentina,it Serie A,24,1999,12.3,2,34,13,38.2,2.77,1.06,0.06,0.15,17,1,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches,331,421,78.6,5471,827,161,184,87.5,142,167,85,20,35,57.1,3,2.5,2.4,0.5,13,11,16,7,33,Matches,421,419,2,1,1,4,46,1,0,0,0,0,331,0,17,Matches,45,3.67,35,0,4,2,4,0,5,0.41,4,0,1,0,0,0,Matches,10,5,5,1,4,3,8,37.5,5,12,0,12,2,12,2,0,Matches,563,3,32,180,361,63,563,52,21,40.4,19,36.5,423,3583,1809,66,39,22,27,24,472,139,Matches
21624,Richarlison,Attack,Left Winger,br BRA,FW,Tottenham,eng Premier League,26,1997,16.6,11,62,25,40.3,3.74,1.51,0.18,0.44,12.9,0,0,0,9.6,9.6,0.15,1.4,1.4,Matches,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,1.9,15,21,13,1,38,Matches,392,360,29,3,2,3,14,1,0,0,0,0,267,3,25,Matches,34,2.05,23,0,3,5,2,1,5,0.3,5,0,0,0,0,0,Matches,16,11,4,8,4,2,10,20,8,32,6,26,8,24,23,0,Matches,652,33,88,248,322,121,652,37,10,27,23,62.2,394,1656,712,26,11,17,53,40,459,106,Matches
21636,Rick Karsdorp,Defender,Right-Back,nl NED,DF,Roma,it Serie A,28,1995,13.2,0,8,1,12.5,0.6,0.08,0,0,16.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,544,684,79.5,8723,2416,286,326,87.7,209,257,81.3,36,63,57.1,2,2.2,1.6,-0.2,10,21,7,3,33,Matches,684,559,119,4,0,2,28,115,0,0,0,0,544,6,15,Matches,22,1.64,20,1,0,0,1,0,3,0.22,2,0,0,0,1,0,Matches,25,18,11,8,6,16,24,66.7,8,13,4,9,9,34,16,0,Matches,772,33,201,336,241,24,772,7,3,42.9,3,42.9,394,1648,685,12,11,3,5,1,476,71,Matches
21659,Ridle Baku,Defender,Right-Back,de GER,"DF,MF",Wolfsburg,de Bundesliga,25,1998,22.4,1,27,9,33.3,1.21,0.4,0.04,0.11,15.9,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches,789,1048,75.3,12508,3955,408,475,85.9,306,403,75.9,58,115,50.4,0,3,3.5,-3,29,46,26,10,85,Matches,1048,896,150,16,5,4,54,124,10,9,0,0,789,2,20,Matches,59,2.64,50,0,0,5,4,0,1,0.04,1,0,0,0,0,0,Matches,37,20,24,7,6,21,46,45.7,25,27,1,26,21,58,45,1,Matches,1328,52,313,574,457,54,1328,40,17,42.5,18,45,732,3412,1536,37,31,9,48,20,811,130,Matches
21692,Ritsu Doan,Attack,Right Winger,jp JPN,"DF,MF",Freiburg,de Bundesliga,25,1998,25,7,37,19,51.4,1.48,0.76,0.19,0.37,15.4,0,0,0,5,5,0.13,2,2,Matches,504,713,70.7,7391,2663,310,367,84.5,151,210,71.9,27,79,34.2,2,3.1,4.2,-1.1,31,49,22,4,78,Matches,713,678,31,11,5,6,61,5,15,10,5,0,504,4,26,Matches,70,2.81,48,8,7,2,5,0,7,0.28,6,0,0,0,1,0,Matches,50,27,21,19,10,21,36,58.3,15,30,3,27,9,59,29,0,Matches,1038,39,183,455,417,64,1038,115,53,46.1,55,47.8,590,3301,1706,49,41,9,47,36,670,139,Matches
21737,Robert Andrich,Midfield,Central Midfield,de GER,"MF,DF",Leverkusen,de Bundesliga,28,1994,18.8,4,23,9,39.1,1.22,0.48,0.17,0.44,20,2,0,0,1.7,1.7,0.07,2.3,2.3,Matches,1346,1494,90.1,20529,6451,749,789,94.9,487,542,89.9,74,105,70.5,2,1.8,2.2,0.2,22,117,19,3,97,Matches,1494,1458,34,32,5,4,14,2,0,0,0,0,1346,2,10,Matches,54,2.88,47,0,0,4,2,1,6,0.32,6,0,0,0,0,0,Matches,30,18,8,14,8,13,24,54.2,11,15,4,11,20,50,17,0,Matches,1638,53,319,1049,281,16,1638,12,7,58.3,4,33.3,885,4005,1978,20,34,1,13,7,1235,14,Matches
21747,Robert Gumny,Defender,Right-Back,pl POL,DF,Augsburg,de Bundesliga,25,1998,5.3,0,3,1,33.3,0.56,0.19,0,0,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,138,195,70.8,2584,1192,55,72,76.4,65,92,70.7,15,22,68.2,0,0.1,0.2,-0.1,2,7,1,1,18,Matches,195,144,51,0,0,0,8,51,0,0,0,0,138,0,5,Matches,11,2.06,6,2,1,2,0,0,3,0.56,3,0,0,0,0,0,Matches,6,5,1,3,2,1,5,20,4,13,5,8,7,13,15,0,Matches,260,19,68,121,74,8,260,13,5,38.5,4,30.8,108,554,213,9,9,1,14,1,115,17,Matches
21755,Robert Lewandowski,Attack,Centre-Forward,pl POL,FW,Barcelona,es La Liga,34,1988,30.6,19,90,37,41.1,2.95,1.21,0.17,0.41,13.9,3,4,4,18.1,15,0.17,0.9,0,Matches,416,592,70.3,5780,1192,248,311,79.7,120,168,71.4,21,35,60,8,4.9,3.6,3.1,27,27,25,4,64,Matches,592,569,16,2,9,5,18,1,0,0,0,0,416,7,23,Matches,63,2.06,42,1,4,10,6,0,12,0.39,10,0,0,0,2,0,Matches,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18,0,Matches,900,24,47,361,502,165,896,54,23,42.6,30,55.6,529,2549,1019,43,28,20,86,28,736,168,Matches
21765,Robert Skov,Attack,Right Winger,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,27,1996,14,3,32,7,21.9,2.29,0.5,0.09,0.43,19.8,6,0,0,1.8,1.8,0.06,1.2,1.2,Matches,542,736,73.6,9703,3351,226,260,86.9,252,315,80,56,116,48.3,4,1.9,1.8,2.1,23,50,19,5,71,Matches,736,587,147,24,4,2,70,98,25,12,9,0,542,2,27,Matches,45,3.21,31,9,0,2,3,0,7,0.5,6,0,0,0,1,0,Matches,24,16,15,8,1,17,36,47.2,19,17,4,13,10,34,23,1,Matches,918,42,185,412,325,44,918,28,9,32.1,13,46.4,480,2439,1197,28,19,13,27,6,551,92,Matches
21790,Roberto Gagliardini,Midfield,Central Midfield,it ITA,"MF,DF",Monza,it Serie A,29,1994,26.2,1,36,9,25,1.37,0.34,0.03,0.11,17.8,1,0,0,2.9,2.9,0.08,-1.9,-1.9,Matches,1339,1487,90,23611,5656,563,607,92.8,648,690,93.9,101,135,74.8,2,1.7,2,0.3,20,114,10,1,120,Matches,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3,11,Matches,51,1.94,45,2,0,1,3,0,3,0.11,3,0,0,0,0,0,Matches,61,30,27,25,9,31,50,62,19,30,11,19,31,92,38,0,Matches,1761,94,439,1034,310,42,1761,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,28,14,1222,36,Matches
21801,Roberto Pereyra,Midfield,Central Midfield,ar ARG,"FW,MF",Udinese,it Serie A,32,1991,20.6,4,26,8,30.8,1.26,0.39,0.12,0.38,15.9,0,1,1,3.5,2.7,0.11,0.5,0.3,Matches,472,598,78.9,7424,2531,252,287,87.8,172,210,81.9,33,49,67.3,3,1.9,2,1.1,25,49,21,6,70,Matches,598,554,41,6,3,3,24,14,2,2,0,0,472,3,25,Matches,53,2.56,40,1,5,3,2,2,7,0.34,4,0,1,0,1,1,Matches,19,9,11,5,3,11,29,37.9,18,20,4,16,7,26,18,0,Matches,806,36,182,387,253,41,805,40,16,40,22,55,486,3084,1350,39,21,8,46,27,531,82,Matches
21803,Roberto Piccoli,Attack,Centre-Forward,it ITA,FW,Lecce,it Serie A,22,2001,15.3,5,56,20,35.7,3.66,1.31,0.07,0.2,16.5,1,1,1,6.4,5.6,0.1,-1.4,-1.6,Matches,147,246,59.8,1864,373,92,142,64.8,36,59,61,5,10,50,0,0.9,0.6,-0.9,10,4,2,0,19,Matches,246,229,16,0,1,1,6,1,0,0,0,0,147,1,9,Matches,32,2.09,20,0,3,8,1,0,2,0.13,1,0,0,0,1,0,Matches,10,6,3,5,2,1,4,25,3,17,1,16,4,14,16,0,Matches,478,15,57,206,224,77,477,34,13,38.2,19,55.9,265,1364,598,25,12,14,49,31,330,72,Matches
